Nom,Province,Identification Climat,Identification Station,Identification OMM,Identification TC,Latitude (degres decimaux),Longitude (degres decimaux),Latitude,Longitude,Altitude (m),Annee de debut,Annee de fin,Annee de debut HLY,Annee de fin HLY,Annee de debut DLY,Annee de fin DLY,Annee de debut MLY,Annee de fin MLY
FORESTVILLE NORD,QUEBEC,7042385,5681,,,48.75,-69.08,484500000,-690500000,68.6,1973,1980,,,1973.0,1980.0,1973.0,1980.0
FORET MONTMORENCY,QUEBEC,7042388,5682,,,47.32,-71.15,471900000,-710900000,640.0,1965,2002,,,1965.0,2002.0,1965.0,2002.0
FORET MONTMORENCY RCS,QUEBEC,7042395,32413,71212.0,MFM,47.32,-71.15,471922000,-710854000,672.8,2003,2021,2003.0,2021.0,2003.0,2021.0,,
GAGNON A,QUEBEC,7042590,5683,,,51.95,-68.13,515700000,-680800000,567.2,1965,1985,1965.0,1985.0,1965.0,1985.0,1965.0,1985.0
GAGNONVILLE,QUEBEC,7042591,5684,,,51.97,-68.17,515800000,-681000000,548.6,1965,1966,,,1965.0,1966.0,1965.0,1966.0
GETHSEMANIE,QUEBEC,7042724,5685,,,50.22,-60.67,501300000,-604000000,8.0,1965,1989,,,1965.0,1989.0,1965.0,1988.0
GODBOUT,QUEBEC,7042749,5686,,,49.32,-67.62,491900000,-673700000,30.0,1971,2015,,,1971.0,2015.0,1971.0,2015.0
GRANDES BERGERONNES,QUEBEC,7042840,5687,,,48.25,-69.52,481500000,-693100000,61.0,1951,2015,,,1951.0,2015.0,1951.0,2015.0
GRANDES-BERGERONNES,QUEBEC,7042845,54698,71942.0,MGZ,48.26,-69.52,481529000,-693122000,61.0,2018,2021,2018.0,2021.0,2018.0,2021.0,,
GRAND FONDS,QUEBEC,7042870,5688,,,47.75,-70.12,474500000,-700700000,365.8,1968,1991,,,1968.0,1991.0,1968.0,1991.0
HARRINGTON HARBOUR,QUEBEC,7043000,5690,,,50.53,-59.5,503200000,-593000000,7.6,1911,1978,1953.0,1978.0,1911.0,1978.0,1911.0,1978.0
HAVRE ST PIERRE,QUEBEC,7043012,5691,,,50.25,-63.58,501500000,-633500000,6.1,1964,1985,,,1964.0,1985.0,1964.0,1984.0
HAVRE ST PIERRE A,QUEBEC,7043017,5692,,,50.25,-63.6,501500000,-633600000,4.9,1967,1978,1967.0,1978.0,1967.0,1978.0,1967.0,1978.0
HAVRE-SAINT-PIERRE A,QUEBEC,7043018,5693,71313.0,YGV,50.28,-63.6,501700000,-633600000,37.8,1983,2008,1983.0,2008.0,1983.0,2008.0,1984.0,1994.0
HAVRE ST. PIERRE,QUEBEC,7043019,48970,71584.0,YGV,50.28,-63.61,501655000,-633641000,37.8,2010,2021,2010.0,2021.0,2010.0,2021.0,,
HAVRE-SAINT-PIERRE A,QUEBEC,7043020,30130,71313.0,YGV,50.28,-63.6,501700000,-633600000,37.8,2000,2011,2000.0,2011.0,2008.0,2010.0,,
LABRIEVILLE B1,QUEBEC,7043540,5694,,,49.3,-69.55,491800000,-693300000,152.4,1955,1994,,,1955.0,1994.0,1955.0,1994.0
LABRIEVILLE B2,QUEBEC,7043542,5695,,,49.17,-69.23,491000000,-691400000,198.1,1960,1968,,,1960.0,1968.0,1960.0,1968.0
LABRIEVILLE 2,QUEBEC,7043543,5696,,,49.32,-69.58,491900000,-693500000,137.2,1959,1960,,,1959.0,1959.0,1959.0,1960.0
LA GALETTE,QUEBEC,7043713,5697,,,47.73,-70.73,474400000,-704400000,740.7,1963,1972,,,1963.0,1972.0,1963.0,1972.0
LAKE EON,QUEBEC,7043740,5698,,,51.87,-63.28,515200000,-631700000,560.8,1955,1977,1955.0,1977.0,1955.0,1977.0,1955.0,1977.0
LA MALBAIE,QUEBEC,7043960,5699,,,47.67,-70.15,474000000,-700900000,22.9,1913,2004,,,1913.0,2004.0,1913.0,2004.0
ILE AUX PERROQUETS,QUEBEC,7043B79,10937,71375.0,WQR,50.22,-64.21,501315000,-641226000,9.0,1994,2021,1994.0,2021.0,1994.0,2021.0,,
ILE ROUGE,QUEBEC,7043BP9,8674,71426.0,WAF,48.07,-69.56,480408000,-693320000,5.9,1993,2021,1994.0,2021.0,1993.0,2021.0,,
LAC BARBELL,QUEBEC,7043EE9,5689,,,51.9,-68.17,515400000,-681000000,533.4,1968,1976,,,1968.0,1976.0,1968.0,1975.0
LA TABATIERE,QUEBEC,7044168,5700,,,50.83,-58.97,505000000,-585800000,7.6,1971,1985,,,1971.0,1985.0,1971.0,1985.0
LES BUISSONS,QUEBEC,7044288,5701,,,49.12,-68.38,490700000,-682300000,15.0,1973,2021,,,1973.0,2021.0,1973.0,2018.0
LES CHAINONS,QUEBEC,7044291,5702,,,49.35,-70.37,492100000,-702200000,609.6,1975,1978,,,1975.0,1978.0,1975.0,1978.0
LES EBOULEMENTS,QUEBEC,7044292,5703,,,47.5,-70.25,473000000,-701500000,267.0,1968,1994,,,1968.0,1994.0,1969.0,1994.0
LONGUE-POINTE-DE-MINGAN,QUEBEC,7044328,10977,71512.0,WBT,50.27,-64.23,501617000,-641335000,11.0,1994,2021,1994.0,2021.0,1994.0,2021.0,,
MANIC 5,QUEBEC,7044451,5704,,,50.65,-68.73,503900000,-684400000,167.6,1973,1974,,,1973.0,1974.0,1973.0,1973.0
MANIC 2 LB1,QUEBEC,7044453,5705,,,49.3,-68.4,491800000,-682400000,122.0,1963,1991,,,1963.0,1991.0,1963.0,1991.0
MANIC MILLE 76,QUEBEC,7044460,5706,,,49.97,-68.75,495800000,-684500000,335.3,1973,1980,,,1973.0,1980.0,1973.0,1980.0
MANICOUAGAN A,QUEBEC,7044470,5707,,,50.65,-68.83,503900000,-685000000,406.3,1961,1971,1961.0,1971.0,1961.0,1971.0,1961.0,1971.0
MECATINA R,QUEBEC,7044760,5708,,,51.83,-62.88,515000000,-625300000,524.3,1943,1952,,,1943.0,1952.0,1943.0,1952.0
MILE 134,QUEBEC,7044960,5709,,,51.92,-65.82,515500000,-654900000,,1952,1953,,,1952.0,1953.0,1952.0,1953.0
MINGAN,QUEBEC,7044980,5710,,,50.28,-64.15,501700000,-640900000,23.2,1943,1981,,,1943.0,1981.0,1943.0,1981.0
MINGAN A,QUEBEC,7044981,5711,,,50.28,-64.13,501700000,-640800000,21.6,1978,1983,1978.0,1983.0,1978.0,1983.0,1978.0,1983.0
MOISIE,QUEBEC,7045070,5712,,,50.22,-66.2,501300000,-661200000,45.7,1966,1973,,,1966.0,1973.0,1966.0,1973.0
MONT STE ANNE,QUEBEC,7045325,5713,,,47.08,-70.9,470500000,-705400000,182.9,1967,1967,,,1967.0,1967.0,1967.0,1967.0
MONT STE-ANNE,QUEBEC,7045326,43184,,,47.07,-70.91,470424000,-705424000,167.6,2005,2021,,,2005.0,2021.0,,
MONT WRIGHT,QUEBEC,7045340,5714,,,52.75,-67.33,524500000,-672000000,716.3,1973,1973,,,1973.0,1973.0,1973.0,1973.0
NATASHQUAN A,QUEBEC,7045398,48971,71513.0,YNA,50.19,-61.79,501124000,-614720000,11.9,2010,2021,2010.0,2021.0,2010.0,2021.0,,
NATASHQUAN A,QUEBEC,7045400,5715,,YNA,50.18,-61.82,501100000,-614900000,10.7,1914,2008,1957.0,2008.0,1914.0,2008.0,1914.0,2003.0
NATASHQUAN AIRPORT,QUEBEC,7045401,30168,71813.0,MNT,50.19,-61.81,501124004,-614839001,11.7,2008,2021,2008.0,2021.0,2008.0,2021.0,,
NOTRE DAME DES MONTS,QUEBEC,7045672,5716,,,47.67,-70.42,474000000,-702500000,267.0,1968,1994,,,1968.0,1994.0,1969.0,1994.0
OUTARDES 4,QUEBEC,7045774,5717,,,49.7,-68.92,494200000,-685500000,289.6,1965,1969,,,1965.0,1969.0,1965.0,1969.0
PENTECOTE,QUEBEC,7045910,5718,,,49.73,-67.17,494400000,-671000000,15.0,1971,2004,,,1971.0,2004.0,1971.0,2004.0
PETITE RIV ST FRANCOIS,QUEBEC,7046004,5719,,,47.32,-70.57,471900000,-703400000,15.0,1972,2004,,,1972.0,2004.0,1972.0,2004.0
PETIT SAGUENAY,QUEBEC,7046010,5720,,,48.18,-70.05,481100000,-700300000,122.0,1963,2004,,,1963.0,2004.0,1963.0,2004.0
POINTE DE L'ISLET,QUEBEC,7046059,10966,71190.0,WQD,48.14,-69.72,480808000,-694259000,7.0,1994,2021,1994.0,2021.0,1995.0,2021.0,,
POINTE DES MONTS,QUEBEC,7046076,5721,,,49.28,-67.37,491700000,-672200000,3.0,1882,1900,,,1882.0,1900.0,1882.0,1900.0
POINTE CLAVEAU,QUEBEC,704607C,10964,71189.0,WQV,48.26,-70.11,481537000,-700652000,4.0,1994,2021,1994.0,2021.0,1994.0,2021.0,,
POSTE MONTAGNAIS,QUEBEC,7046212,5722,,,51.88,-65.73,515300000,-654400000,609.6,1973,2004,,,1973.0,2004.0,1973.0,2004.0
QCMR MILE 56,QUEBEC,7046296,5723,,,50.48,-67.42,502900000,-672500000,374.9,1962,1963,,,1962.0,1963.0,1962.0,1963.0
QCMR MILE 106,QUEBEC,7046297,5724,,,51.07,-67.5,510400000,-673000000,485.2,1962,1963,,,1962.0,1963.0,1962.0,1963.0
QCMR MILE 146,QUEBEC,7046298,5725,,,51.55,-67.43,513300000,-672600000,582.2,1962,1965,,,1962.0,1965.0,1962.0,1965.0
RIVIERE AUX PEKANS,QUEBEC,7046580,5726,,,53.22,-67.1,531300000,-670600000,487.7,1958,1960,,,1958.0,1960.0,1958.0,1959.0
RIVIERE ETERNITE,QUEBEC,7046619,5727,,,48.25,-70.4,481500000,-702400000,256.0,1973,1991,,,1973.0,1991.0,1973.0,1991.0
RIVIERE ST AUGUSTIN,QUEBEC,7046663,5728,,,51.22,-58.63,511300000,-583800000,7.6,1967,1995,,,1967.0,1995.0,1967.0,1995.0
SACRE COEUR,QUEBEC,7046735,5729,,,48.25,-69.87,481500000,-695200000,121.9,1982,1994,,,1982.0,1994.0,1982.0,1994.0
STE ANNE DE BEAUPRE,QUEBEC,7046837,5730,,,47.03,-70.92,470200000,-705500000,76.2,1974,1994,,,1974.0,1994.0,1974.0,1994.0
ST CASSIEN DES CAPS,QUEBEC,7046931,5731,,,47.37,-70.62,472200000,-703700000,373.4,1972,1994,,,1972.0,1994.0,1972.0,1994.0
ST FEREOL,QUEBEC,7047250,5732,,,47.12,-70.83,470700000,-705000000,228.6,1915,1983,,,1915.0,1983.0,1915.0,1983.0
ST FIDELE,QUEBEC,7047257,5733,,,47.73,-70.0,474400000,-700000000,259.1,1968,1981,,,1968.0,1981.0,1968.0,1981.0
ST FIDELE 2,QUEBEC,7047258,5734,,,47.73,-69.98,474400000,-695900000,251.5,1971,1979,,,1971.0,1979.0,1971.0,1979.0
ST JEAN (IO),QUEBEC,7047396,5735,,,46.92,-70.92,465500000,-705500000,30.5,1972,1994,,,1972.0,1994.0,1972.0,1994.0
ST JOACHIM,QUEBEC,7047415,5736,,,47.07,-70.83,470400000,-705000000,7.6,1922,1940,,,1922.0,1940.0,1922.0,1940.0
ST LAURENT ILE D'ORLEANS,QUEBEC,7047442,5737,,,46.87,-71.05,465200000,-710300000,61.0,1964,1974,,,1964.0,1974.0,1964.0,1974.0
STE ROSE DU NORD,QUEBEC,7047722,5738,,,48.4,-70.53,482400000,-703200000,205.0,1973,2016,,,1973.0,2016.0,1973.0,2016.0
ST SIMEON,QUEBEC,7047735,5739,,,47.85,-69.87,475100000,-695200000,15.2,1968,2004,,,1968.0,2004.0,1968.0,2004.0
ST TITE DES CAPS,QUEBEC,7047762,5740,,,47.15,-70.77,470900000,-704600000,320.0,1968,1981,,,1968.0,1981.0,1968.0,1981.0
ST URBAIN,QUEBEC,7047770,5741,,,47.57,-70.55,473400000,-703300000,91.4,1957,2004,,,1957.0,2004.0,1957.0,2004.0
SEPT-ILES A,QUEBEC,7047910,5742,,YZV,50.22,-66.27,501300000,-661600000,54.9,1944,2014,1953.0,2014.0,1944.0,2002.0,1944.0,2001.0
SEPT-ILES A,QUEBEC,7047911,52199,,YZV,50.22,-66.27,501324000,-661556000,54.9,2014,2021,2014.0,2021.0,2018.0,2021.0,,
SEPT-ILES UA,QUEBEC,7047912,8486,71811.0,,50.22,-66.25,501300000,-661500000,53.1,2002,2017,,,2002.0,2017.0,2002.0,2004.0
SEPT-ILES,QUEBEC,7047914,42683,71279.0,XZV,50.22,-66.25,501300000,-661500000,52.6,2002,2021,2002.0,2021.0,2002.0,2021.0,2005.0,2005.0
SHELTER BAY,QUEBEC,7048090,5744,,,50.03,-66.9,500200000,-665400000,76.2,1973,1976,,,1973.0,1976.0,1973.0,1976.0
TADOUSSAC,QUEBEC,7048320,5745,,,48.15,-69.7,480900000,-694200000,70.1,1913,2004,,,1913.0,2004.0,1913.0,2004.0
TETE A LA BALEINE,QUEBEC,7048421,5746,,,50.7,-59.32,504200000,-591900000,9.1,1965,1995,,,1965.0,1995.0,1966.0,1995.0
WACOUNO LAKE,QUEBEC,7048800,5747,,,51.42,-65.63,512500000,-653800000,589.8,1951,1952,,,,,1951.0,1952.0
TOUR LAC AUX PERLES,QUEBEC,7048N13,5743,,,49.17,-69.83,491000000,-695000000,442.0,1973,1978,,,1973.0,1978.0,1973.0,1978.0
CAOTIBI,QUEBEC,704A0J9,5643,,,50.72,-67.52,504300000,-673100000,609.6,1975,1980,,,1975.0,1980.0,1977.0,1980.0
FERMONT,QUEBEC,704BC70,5644,,,52.8,-67.08,524800000,-670500000,594.4,1976,2004,,,1976.0,2004.0,1976.0,2004.0
HAUTERIVE,QUEBEC,704C00H,5646,,,49.2,-68.3,491200000,-681800000,61.0,1963,1965,,,1963.0,1965.0,1963.0,1965.0
LAC EON,QUEBEC,704C64L,8404,71421.0,WEO,51.87,-63.28,515202000,-631701000,588.9,1993,2021,1994.0,2021.0,1993.0,2021.0,,
ILE AUX COUDRES,QUEBEC,704CBGH,5645,,,47.38,-70.38,472300000,-702300000,15.2,1968,2004,,,1968.0,2004.0,1969.0,2004.0
LES PALISSADES,QUEBEC,704DB97,5648,,,47.9,-69.93,475400000,-695600000,137.2,1975,1977,,,1975.0,1977.0,1975.0,1977.0
LES ESCOUMINS,QUEBEC,704DB9E,5647,,,48.35,-69.42,482100000,-692500000,15.2,1973,1980,,,1973.0,1980.0,1973.0,1980.0
MATAMEK,QUEBEC,704DFLR,5649,,,50.28,-65.97,501700000,-655800000,4.6,1975,1994,,,1975.0,1994.0,1975.0,1994.0
POINTE-DES-MONTS,QUEBEC,704F0PN,9029,71427.0,WTG,49.32,-67.38,491900000,-672252000,5.9,1992,2021,1994.0,2021.0,1992.0,2021.0,,
RIVIERE AU TONNERRE,QUEBEC,704FEG0,5650,,,50.28,-64.78,501700000,-644700000,15.2,1965,2021,,,1965.0,2021.0,1965.0,2018.0
RIVIERE ST JEAN,QUEBEC,704FFF5,5651,,,50.3,-64.32,501800000,-641900000,14.9,1972,1986,,,1972.0,1986.0,1973.0,1986.0
ST FRANCOIS IO,QUEBEC,704GBFF,5652,,,46.98,-70.83,465900000,-705000000,48.8,1968,1993,,,1968.0,1993.0,1968.0,1993.0
ST HILARION,QUEBEC,704GC09,5653,,,47.6,-70.4,473600000,-702400000,411.5,1968,2004,,,1968.0,2004.0,1968.0,2004.0
SAULT AU MOUTON,QUEBEC,704GG90,5654,,,48.55,-69.25,483300000,-691500000,46.9,1982,1994,,,1982.0,1994.0,1982.0,1994.0
TOULNUSTOUC,QUEBEC,704HE0G,5655,,,50.08,-67.95,500500000,-675700000,274.3,1973,1976,,,1973.0,1976.0,1973.0,1976.0
CAMP M-107,QUEBEC,704J01E,5657,,,51.07,-67.48,510400000,-672900000,487.7,1974,1975,,,1974.0,1975.0,1974.0,1975.0
CAMP PROFOND,QUEBEC,704J0AF,5656,,,50.02,-67.38,500100000,-672300000,106.7,1974,1975,,,1974.0,1975.0,1974.0,1975.0
POINTE NOIRE CS,QUEBEC,704Q003,27326,71390.0,WIP,50.16,-66.43,500945000,-662602000,24.0,1997,2021,1997.0,2021.0,1997.0,2021.0,,
BAIE-COMEAU,QUEBEC,704S001,26889,71829.0,WFW,49.26,-68.15,491533000,-680845000,129.5,1995,2021,1995.0,2021.0,1996.0,2021.0,,
BLANC-SABLON A (AUT),QUEBEC,704S004,30167,71808.0,YBX,51.45,-57.18,512700000,-571100000,36.9,2008,2008,,,2008.0,2008.0,,
ALBERTVILLE,QUEBEC,7050085,5759,,,48.3,-67.35,481800000,-672100000,335.3,1963,1985,,,1963.0,1985.0,1963.0,1985.0
AMHERST ISLAND CDA EPF,QUEBEC,7050100,5760,,,47.22,-61.97,471300000,-615800000,15.2,1957,1962,,,1957.0,1962.0,1959.0,1962.0
AMQUI,QUEBEC,7050140,5761,,,48.52,-67.45,483100000,-672700000,182.9,1957,1997,,,1957.0,1997.0,1957.0,1997.0
AMQUI,QUEBEC,7050145,26887,71386.0,WZS,48.47,-67.43,482819000,-672605000,166.0,1995,2019,1995.0,2019.0,1996.0,2019.0,,
ANSE AU GRIFFON,QUEBEC,7050195,5762,,,48.93,-64.28,485600000,-641700000,61.0,1973,1985,,,1973.0,1985.0,1973.0,1985.0
ANTICOSTI HEATH POINT,QUEBEC,7050198,5763,,,49.1,-61.7,490600000,-614200000,9.1,1882,1935,,,1882.0,1935.0,1882.0,1935.0
ANTICOSTI SW POINT,QUEBEC,7050200,5764,,,49.4,-63.55,492400000,-633300000,7.3,1872,1954,,,1872.0,1954.0,1872.0,1954.0
ANTICOSTI WEST POINT,QUEBEC,7050210,5765,,,49.87,-64.53,495200000,-643200000,9.1,1882,1933,,,1882.0,1933.0,1882.0,1933.0
ARMAGH,QUEBEC,7050240,5766,,,46.75,-70.53,464500000,-703200000,358.0,1916,1994,,,1916.0,1994.0,1916.0,1994.0
ARMAGH STATION,QUEBEC,7050245,5767,,,46.72,-70.62,464300000,-703700000,312.4,1966,1986,,,1966.0,1986.0,1966.0,1986.0
BARRAGE LAC MORIN,QUEBEC,7050455,5768,,,47.65,-69.52,473900000,-693100000,198.1,1942,1984,,,1942.0,1984.0,1942.0,1984.0
BARRAGE MISTIGOUGECHE,QUEBEC,7050460,5769,,,48.18,-68.02,481100000,-680100000,320.0,1961,1966,,,1961.0,1966.0,1961.0,1966.0
BARRAGE MITIS,QUEBEC,7050463,5770,,,48.33,-67.9,482000000,-675400000,266.7,1926,1966,,,1926.0,1966.0,1926.0,1966.0
BERRY MOUNTAIN,QUEBEC,7050675,5771,,,48.67,-66.15,484000000,-660900000,152.4,1963,1972,,,1963.0,1972.0,1963.0,1972.0
BIC,QUEBEC,7050760,5772,,,48.37,-68.7,482200000,-684200000,18.3,1882,1968,,,1882.0,1968.0,1882.0,1968.0
BIC,QUEBEC,7050762,5773,,,48.4,-68.67,482400000,-684000000,23.0,1966,1985,,,1966.0,1985.0,1966.0,1985.0
BIRD ROCKS,QUEBEC,7050790,5774,,,47.85,-61.13,475100000,-610800000,32.3,1881,1934,,,1881.0,1934.0,1881.0,1934.0
BONAVENTURE,QUEBEC,7050817,5775,,,48.05,-65.48,480300000,-652900000,19.5,1917,1948,,,1917.0,1948.0,1917.0,1948.0
BARRIERE MISTIGOUGECHE,QUEBEC,7050M73,5758,,,48.2,-68.07,481200000,-680400000,312.4,1967,1967,,,1967.0,1967.0,1967.0,1967.0
BARRIERE MITIS,QUEBEC,7050MGC,5756,,,48.37,-67.93,482200000,-675600000,236.2,1966,1982,,,1966.0,1982.0,1966.0,1982.0
BAIE DES SABLES,QUEBEC,7050MM5,5757,,,48.7,-67.83,484200000,-675000000,99.0,1981,2004,,,1981.0,2004.0,1981.0,2004.0
CAP CHAT,QUEBEC,7051040,5776,,,49.08,-66.75,490500000,-664500000,36.6,1882,1974,,,1882.0,1974.0,1882.0,1974.0
CAP CHAT DELVAL,QUEBEC,7051041,5777,,,49.1,-66.7,490600000,-664200000,30.5,1974,1983,,,1974.0,1983.0,1974.0,1983.0
CAP CHAT EST,QUEBEC,7051042,5778,,,49.12,-66.65,490700000,-663900000,15.2,1973,1973,,,1973.0,1973.0,1973.0,1973.0
CAP-D'ESPOIR,QUEBEC,7051050,9001,71429.0,WRZ,48.42,-64.32,482510000,-641901000,15.4,1992,2021,1994.0,2021.0,1992.0,2021.0,,
CAP DES ROSIERS,QUEBEC,7051055,5779,,,48.85,-64.2,485100000,-641200000,15.0,1973,2021,,,1973.0,2021.0,1973.0,2018.0
CAP CHAT (AUT),QUEBEC,70510M0,9000,,,49.08,-66.73,490500000,-664400000,35.3,1993,1996,1994.0,1996.0,1993.0,1996.0,,
CAPLAN,QUEBEC,7051120,5780,,,48.1,-65.68,480600000,-654100000,22.9,1947,2004,,,1947.0,2004.0,1947.0,2004.0
CAP MADELEINE,QUEBEC,7051160,5781,,,49.23,-65.32,491400000,-651900000,2.0,1882,1994,,,1882.0,1994.0,1882.0,1994.0
CAP-MADELEINE,QUEBEC,7051163,8999,71425.0,WSF,49.25,-65.32,491503000,-651929000,29.0,1992,2021,1994.0,2021.0,1992.0,2021.0,,
CAP SEIZE,QUEBEC,7051175,5782,,,49.02,-66.4,490100000,-662400000,229.0,1967,1994,,,1967.0,1994.0,1967.0,1994.0
CARLETON,QUEBEC,7051186,5783,,,48.12,-66.13,480700000,-660800000,12.2,1973,1985,,,1973.0,1985.0,1976.0,1984.0
CASCAPEDIA,QUEBEC,7051188,5784,,,48.7,-66.22,484200000,-661300000,,1918,1942,,,1918.0,1942.0,1918.0,1942.0
CAUSAPSCAL,QUEBEC,7051200,5785,,,48.37,-67.23,482200000,-671400000,168.0,1913,2021,,,1913.0,2021.0,1913.0,2018.0
CAUSAPSCAL AIRPORT,QUEBEC,7051201,54558,73005.0,GCL,48.31,-67.25,481831074,-671509090,123.0,2017,2021,2017.0,2021.0,2017.0,2021.0,,
CAUSAPSCAL RECHERCHES,QUEBEC,7051240,5786,,,48.5,-67.17,483000000,-671000000,332.2,1951,1973,,,1951.0,1973.0,1951.0,1973.0
CHANDLER,QUEBEC,7051292,5787,,,48.35,-64.68,482100000,-644100000,38.1,1973,1973,,,1973.0,1973.0,1973.0,1973.0
CORTEREAL,QUEBEC,7051940,5788,,,48.9,-64.6,485400000,-643600000,21.3,1956,1972,,,1956.0,1972.0,1956.0,1972.0
DEPOT JOHN,QUEBEC,7051970,5789,,,48.65,-67.27,483900000,-671600000,99.1,1963,1971,,,1963.0,1971.0,1963.0,1971.0
FAME POINT,QUEBEC,7052310,5791,,,49.1,-64.6,490600000,-643600000,53.6,1928,1944,,,1928.0,1944.0,1928.0,1944.0
FAREWELL COVE,QUEBEC,7052316,5792,,,48.87,-64.45,485200000,-642700000,15.2,1973,1982,,,1973.0,1982.0,1973.0,1982.0
GASPE,QUEBEC,7052600,5793,,,48.83,-64.48,485000000,-642900000,30.0,1895,1985,,,1895.0,1985.0,1895.0,1984.0
GASPE A,QUEBEC,7052601,51297,71188.0,YGP,48.78,-64.48,484631000,-642847000,34.1,2013,2021,2013.0,2021.0,2013.0,2021.0,,
GASPE A,QUEBEC,7052602,54299,,YGP,48.78,-64.48,484631000,-642847000,34.1,2016,2021,2016.0,2021.0,2018.0,2021.0,,
GASPE AIRPORT,QUEBEC,7052603,54918,73116.0,GGA,48.78,-64.48,484700000,-642900000,36.0,2019,2021,2019.0,2021.0,2019.0,2021.0,,
GASPE A,QUEBEC,7052605,5794,71188.0,YGP,48.78,-64.48,484637000,-642841000,34.1,1965,2013,1965.0,2013.0,1968.0,2013.0,1968.0,2013.0
GASPE 2,QUEBEC,7052609,5795,,,49.12,-64.7,490700000,-644200000,26.5,1947,1949,,,1947.0,1949.0,1947.0,1949.0
GRANDE RIVIERE,QUEBEC,7052820,5796,,,48.38,-64.53,482300000,-643200000,8.0,1963,1997,,,1963.0,1997.0,1963.0,1997.0
GRANDE VALLEE,QUEBEC,7052865,5797,,,49.2,-65.15,491200000,-650900000,7.6,1963,2004,,,1963.0,2004.0,1963.0,2004.0
GRINDSTONE ISLAND,QUEBEC,7052960,5798,,,47.38,-61.87,472300000,-615200000,59.7,1871,1983,1953.0,1983.0,1871.0,1983.0,1871.0,1983.0
ETANG A LA TRUITE,QUEBEC,7052C09,5790,,,48.68,-66.78,484100000,-664700000,337.1,1982,1983,,,1982.0,1983.0,1982.0,1983.0
HAVRE-AUBERT,QUEBEC,7053009,5799,,,47.23,-61.85,471400000,-615100000,15.2,1978,1985,,,1978.0,1985.0,1978.0,1985.0
HAVRE AUX MAISONS,QUEBEC,7053010,5800,,,47.42,-61.8,472500000,-614800000,15.2,1963,1977,,,1963.0,1977.0,1963.0,1977.0
HEATH POINT,QUEBEC,7053038,8675,71423.0,WHP,49.09,-61.7,490507000,-614202000,7.0,1992,2021,1994.0,2021.0,1992.0,2021.0,,
HONFLEUR,QUEBEC,7053140,5801,,,46.68,-70.85,464100000,-705100000,175.0,1957,2005,,,1957.0,2005.0,1957.0,2005.0
ILES DE LA MADELEINE A,QUEBEC,7053250,51139,71709.0,YGR,47.43,-61.78,472530000,-614641000,10.7,2013,2021,2013.0,2021.0,2013.0,2018.0,,
ILES DE LA MADELEINE A,QUEBEC,7053254,53002,,YGR,47.43,-61.78,472530000,-614641000,10.7,2014,2021,2014.0,2021.0,2018.0,2021.0,,
KAMOURASKA,QUEBEC,7053380,5802,,,47.58,-69.85,473500000,-695100000,9.1,1973,1984,,,1973.0,1984.0,1973.0,1984.0
LAC HUMQUI,QUEBEC,7053649,5803,,,48.28,-67.57,481700000,-673400000,235.9,1972,2021,,,1972.0,2021.0,1972.0,2018.0
L'ALVERNE,QUEBEC,7053935,5804,,,48.13,-66.7,480800000,-664200000,290.0,1977,1999,,,1977.0,1999.0,1977.0,1999.0
LAMARTINE,QUEBEC,7053980,5805,,,47.03,-70.35,470200000,-702100000,63.0,1960,1994,,,1960.0,1994.0,1960.0,1994.0
ILES DE LA MADELEINE,QUEBEC,7053KGR,10763,71710.0,WGR,47.43,-61.77,472531000,-614629000,7.6,1993,2021,1993.0,2021.0,1995.0,2021.0,,
LA POCATIERE CDA,QUEBEC,7054095,5806,,,47.35,-70.03,472100000,-700200000,30.5,1899,1996,,,1899.0,1996.0,1899.0,1996.0
LA POCATIERE,QUEBEC,7054096,26893,71713.0,WST,47.36,-70.03,472121000,-700155000,31.0,1996,2021,1996.0,2021.0,1996.0,2021.0,,
LE GITE,QUEBEC,7054278,5807,,,48.95,-66.13,485700000,-660800000,228.9,1967,1982,,,1967.0,1982.0,1967.0,1982.0
LES FONDS,QUEBEC,7054296,5808,,,49.05,-66.68,490300000,-664100000,14.9,1969,1989,,,1969.0,1989.0,1969.0,1989.0
LUCEVILLE,QUEBEC,7054355,5809,,,48.52,-68.37,483100000,-682200000,38.1,1964,1985,,,1964.0,1985.0,1964.0,1985.0
MANCHE D'EPEE,QUEBEC,7054448,6914,,,49.23,-65.43,491400000,-652600000,30.0,1992,1994,,,1992.0,1994.0,1992.0,1994.0
MATANE,QUEBEC,7054640,5810,,,48.85,-67.47,485100000,-672800000,30.0,1951,2004,,,1951.0,2004.0,1951.0,2004.0
MATAPEDIA,QUEBEC,7054680,5811,,,47.97,-66.93,475800000,-665600000,16.2,1927,1973,,,1927.0,1973.0,1927.0,1973.0
MINE MADELEINE,QUEBEC,7054975,5812,,,48.98,-66.02,485900000,-660100000,780.3,1974,1982,,,1974.0,1982.0,1974.0,1982.0
MONT BLEU,QUEBEC,7055104,5813,,,47.57,-69.38,473400000,-692300000,657.1,1963,1989,,,1963.0,1989.0,1963.0,1989.0
MONT-JOLI A,QUEBEC,7055120,5814,71718.0,YYY,48.6,-68.22,483600000,-681300000,52.4,1943,2013,1953.0,2013.0,1943.0,2013.0,1943.0,2005.0
