Nom,Province,Identification Climat,Identification Station,Identification OMM,Identification TC,Latitude (degres decimaux),Longitude (degres decimaux),Latitude,Longitude,Altitude (m),Annee de debut,Annee de fin,Annee de debut HLY,Annee de fin HLY,Annee de debut DLY,Annee de fin DLY,Annee de debut MLY,Annee de fin MLY
NAKUSP,COLOMBIE-BRITANNIQUE,1145300,1131,,,50.25,-117.8,501500000,-1174800000,457.2,1912,1995,,,1912.0,1995.0,1912.0,1995.0
NAKUSP GLENBANK,COLOMBIE-BRITANNIQUE,1145303,1132,,,50.27,-117.78,501600000,-1174700000,585.0,1985,1991,,,1985.0,1991.0,1985.0,1991.0
NEEDLES WHATSHAN BCHPA,COLOMBIE-BRITANNIQUE,1145419,1133,,,49.9,-118.08,495400000,-1180500000,463.3,1971,1972,,,1971.0,1972.0,1971.0,1972.0
NEEDLES WHATSHAN PH,COLOMBIE-BRITANNIQUE,1145420,1134,,,49.92,-118.07,495500000,-1180400000,433.1,1955,1969,,,1955.0,1969.0,1955.0,1969.0
NELSON,COLOMBIE-BRITANNIQUE,1145430,1135,,,49.48,-117.35,492900000,-1172100000,539.5,1904,1955,,,1904.0,1955.0,1904.0,1955.0
NELSON CITY HALL,COLOMBIE-BRITANNIQUE,1145433,1136,,,49.48,-117.35,492900000,-1172100000,551.7,1956,1956,,,1956.0,1956.0,1956.0,1956.0
NELSON NE,COLOMBIE-BRITANNIQUE,1145442,1137,,,49.59,-117.21,493510000,-1171223000,570.0,1983,2021,,,1983.0,2021.0,1983.0,2007.0
NELSON NOTRE DAME U,COLOMBIE-BRITANNIQUE,1145443,1138,,,49.5,-117.27,493000000,-1171600000,627.9,1965,1966,,,1965.0,1966.0,1965.0,1966.0
NELSON 3,COLOMBIE-BRITANNIQUE,1145444,1139,,,49.52,-117.28,493100000,-1171700000,552.0,1989,1989,,,1989.0,1989.0,1989.0,1989.0
NELSON 2,COLOMBIE-BRITANNIQUE,1145445,1140,,,49.5,-117.28,493000000,-1171700000,603.5,1955,1982,,,1955.0,1982.0,1955.0,1982.0
NELSON VOCATIONAL SCHOOL,COLOMBIE-BRITANNIQUE,1145446,1141,,,49.48,-117.3,492900000,-1171800000,678.5,1972,1978,,,1972.0,1978.0,1972.0,1978.0
NEW DENVER,COLOMBIE-BRITANNIQUE,1145460,1142,,,50.0,-117.37,495945006,-1172213026,568.0,1924,2021,,,1924.0,2021.0,1924.0,2007.0
OLD GLORY MOUNTAIN,COLOMBIE-BRITANNIQUE,1145730,1143,,,49.15,-117.92,490900000,-1175500000,2347.0,1944,1967,1953.0,1967.0,1944.0,1967.0,1945.0,1967.0
NELSON CS,COLOMBIE-BRITANNIQUE,1145M29,6839,71776.0,WNM,49.49,-117.31,492929000,-1171819000,534.9,1992,2021,1994.0,2021.0,1992.0,2021.0,1992.0,2006.0
PATERSON,COLOMBIE-BRITANNIQUE,1146000,1144,,,49.0,-117.82,490000000,-1174900000,673.0,1954,1963,,,1954.0,1963.0,1954.0,1963.0
PERRY SIDING,COLOMBIE-BRITANNIQUE,1146168,1145,,,49.67,-117.48,494000000,-1172900000,518.2,1913,1939,,,1913.0,1939.0,1913.0,1939.0
ROBSON,COLOMBIE-BRITANNIQUE,1146810,1146,,,49.33,-117.7,492000000,-1174200000,442.0,1946,1980,,,1946.0,1980.0,1946.0,1980.0
ROSSLAND CITY YARD,COLOMBIE-BRITANNIQUE,1146870,1147,,,49.08,-117.8,490439000,-1174807200,1039.0,1900,2000,,,1900.0,2000.0,1900.0,2000.0
ROSSLAND MACLEAN,COLOMBIE-BRITANNIQUE,1146874,1148,,,49.08,-117.8,490500000,-1174800000,1085.1,1963,1990,,,1963.0,1990.0,1963.0,1990.0
SALMO BCFS,COLOMBIE-BRITANNIQUE,1146944,1149,,,49.18,-117.3,491100000,-1171800000,684.9,1972,1980,,,1972.0,1980.0,1972.0,1980.0
SANDON,COLOMBIE-BRITANNIQUE,1147020,1150,,,49.97,-117.22,495800000,-1171300000,1082.0,1941,1964,,,1941.0,1964.0,1941.0,1964.0
SHELTER BAY,COLOMBIE-BRITANNIQUE,1147250,1151,,,50.62,-117.93,503700000,-1175600000,457.2,1973,1973,,,1973.0,1973.0,1973.0,1973.0
SIRDAR,COLOMBIE-BRITANNIQUE,1147400,1152,,,49.25,-116.62,491500000,-1163700000,566.0,1958,1958,,,1958.0,1958.0,1958.0,1958.0
SOUTH SLOCAN,COLOMBIE-BRITANNIQUE,1147620,1153,,,49.46,-117.52,492736500,-1173122400,457.2,1940,2008,,,1940.0,2008.0,1940.0,2007.0
SOUTH SLOCAN 2,COLOMBIE-BRITANNIQUE,1147622,1154,,,49.47,-117.52,492800000,-1173100000,518.2,1973,1974,,,1973.0,1974.0,1973.0,1974.0
TARRYS,COLOMBIE-BRITANNIQUE,1147995,1155,,,49.37,-117.57,492200000,-1173400000,470.0,1924,1943,,,1924.0,1943.0,1924.0,1943.0
TRAIL SUNNINGDALE,COLOMBIE-BRITANNIQUE,1148212,1156,,,49.13,-117.73,490800000,-1174400000,432.8,1959,1970,,,1959.0,1970.0,1959.0,1970.0
TROUT LAKE,COLOMBIE-BRITANNIQUE,1148262,1157,,,50.33,-117.5,502000000,-1173000000,717.8,1973,1976,,,1973.0,1976.0,1973.0,1976.0
WANETA,COLOMBIE-BRITANNIQUE,1148670,1158,,,49.02,-117.58,490100000,-1173500000,557.8,1913,1977,,,1913.0,1977.0,1913.0,1977.0
WARFIELD,COLOMBIE-BRITANNIQUE,1148700,1159,,,49.1,-117.75,490600000,-1174500000,605.6,1928,2002,,,1928.0,2002.0,1928.0,2002.0
WARFIELD RCS,COLOMBIE-BRITANNIQUE,1148705,31067,71401.0,XWF,49.11,-117.74,490643000,-1174420000,566.9,2001,2021,2001.0,2021.0,2001.0,2021.0,2002.0,2007.0
WEST CRESTON,COLOMBIE-BRITANNIQUE,1148790,1160,,,49.08,-116.58,490500000,-1163500000,548.6,1949,1962,,,1949.0,1962.0,1949.0,1962.0
WILMER,COLOMBIE-BRITANNIQUE,1148957,1161,,,50.57,-116.23,503400000,-1161400000,1005.8,1909,1926,,,1909.0,1926.0,1909.0,1926.0
WYNNDEL,COLOMBIE-BRITANNIQUE,1149000,1162,,,49.17,-116.58,491000000,-1163500000,597.4,1949,1969,,,1949.0,1969.0,1949.0,1969.0
WYNNDEL NORTH,COLOMBIE-BRITANNIQUE,1149001,1163,,,49.2,-116.58,491200000,-1163500000,579.1,1968,1977,,,1968.0,1977.0,1968.0,1977.0
CRESTON CAMPBELL SCIENTIFIC,COLOMBIE-BRITANNIQUE,114B1F0,6838,71770.0,WJR,49.08,-116.5,490454082,-1163002449,640.7,1993,2021,1994.0,2021.0,1993.0,2021.0,1993.0,2006.0
NELSON RIXEN CREEK,COLOMBIE-BRITANNIQUE,114EMDM,1095,,,49.51,-117.4,493044400,-1172355700,760.0,1990,2021,,,1990.0,2021.0,1990.0,2007.0
PASSMORE,COLOMBIE-BRITANNIQUE,114Q3C9,1096,,,49.54,-117.65,493219000,-1173852000,503.0,1987,2004,,,1987.0,2004.0,1987.0,2004.0
YMIR,COLOMBIE-BRITANNIQUE,114R006,1098,,,49.27,-117.2,491600000,-1171200000,731.5,1971,1974,,,1971.0,1974.0,1971.0,1974.0
YAHK,COLOMBIE-BRITANNIQUE,114R00A,1097,,,49.08,-116.1,490500000,-1160600000,862.6,1974,1978,,,1974.0,1978.0,1974.0,1978.0
ABERFELDIE,COLOMBIE-BRITANNIQUE,1150060,1166,,,49.5,-115.37,493000000,-1152200000,804.7,1950,1982,,,1950.0,1982.0,1950.0,1982.0
BAYNES LAKE KOOTENAY RIVER,COLOMBIE-BRITANNIQUE,1150690,1167,,,49.23,-115.22,491333700,-1151313800,800.0,1986,2017,,,1986.0,2017.0,1986.0,2007.0
CANAL FLATS RANGER STN,COLOMBIE-BRITANNIQUE,1151288,1168,,,50.15,-115.82,500900000,-1154900000,816.9,1962,1982,,,1962.0,1982.0,1962.0,1982.0
CANAL FLATS,COLOMBIE-BRITANNIQUE,1151290,1169,,,50.15,-115.82,500900000,-1154900000,808.6,1924,1948,,,1924.0,1948.0,1924.0,1948.0
CORBIN,COLOMBIE-BRITANNIQUE,1151915,1170,,,49.52,-114.65,493100000,-1143900000,1572.2,1977,1993,,,1977.0,1993.0,1977.0,1993.0
CRANBROOK,COLOMBIE-BRITANNIQUE,1152090,1172,,,49.5,-115.78,493000000,-1154700000,918.7,1901,1939,,,1901.0,1939.0,1901.0,1939.0
CRANBROOK A,COLOMBIE-BRITANNIQUE,1152100,1173,,,49.53,-115.77,493200000,-1154600000,918.4,1938,1968,,,1938.0,1968.0,1938.0,1968.0
CRANBROOK A - HWOS CLIMATE,COLOMBIE-BRITANNIQUE,1152101,50957,,,49.61,-115.78,493644000,-1154655000,918.0,2012,2014,,,2012.0,2014.0,,
CRANBROOK A,COLOMBIE-BRITANNIQUE,1152102,1174,71880.0,YXC,49.61,-115.78,493644000,-1154655000,940.0,1968,2012,1968.0,2012.0,1968.0,2012.0,1968.0,2012.0
CRANBROOK MAYOOK,COLOMBIE-BRITANNIQUE,1152103,1175,,,49.45,-115.52,492700000,-1153100000,854.0,1974,1986,,,1974.0,1986.0,1974.0,1986.0
CRANBROOK MT BAKER,COLOMBIE-BRITANNIQUE,1152104,1176,,,49.5,-115.73,493000000,-1154400000,1005.8,1972,1977,,,1972.0,1977.0,1972.0,1977.0
CRANBROOK A,COLOMBIE-BRITANNIQUE,1152105,50818,71880.0,YXC,49.61,-115.78,493644000,-1154655000,940.0,2012,2021,2012.0,2021.0,2012.0,2021.0,,
CRANBROOK AIRPORT AUTO,COLOMBIE-BRITANNIQUE,1152106,51818,71660.0,VXC,49.62,-115.79,493703428,-1154720576,926.69,2013,2021,2013.0,2021.0,2013.0,2021.0,,
CRANBROOK SE,COLOMBIE-BRITANNIQUE,1152109,1177,,,49.48,-115.75,492834000,-1154454000,1082.0,1984,2002,,,1984.0,2002.0,1984.0,2002.0
ELKFORD,COLOMBIE-BRITANNIQUE,1152653,1178,,,50.02,-114.92,500100000,-1145500000,1370.0,1972,1993,,,1972.0,1993.0,1972.0,1993.0
ELKO,COLOMBIE-BRITANNIQUE,1152670,1179,,,49.3,-115.12,491800000,-1150700000,931.0,1923,1995,,,1923.0,1995.0,1923.0,1995.0
FERNIE,COLOMBIE-BRITANNIQUE,1152850,1180,,,49.49,-115.07,492919400,-1150423900,1001.0,1913,2021,,,1913.0,2021.0,1913.0,2007.0
FERNIE SNOW VALLEY,COLOMBIE-BRITANNIQUE,1152851,1181,,,49.47,-115.1,492800000,-1150600000,1371.6,1975,1975,,,1975.0,1975.0,1975.0,1975.0
FERNIE 2,COLOMBIE-BRITANNIQUE,1152852,1182,,,49.5,-115.07,493000000,-1150400000,1009.8,1924,1935,,,1924.0,1935.0,1924.0,1935.0
FORDING RIVER CLODE CRK,COLOMBIE-BRITANNIQUE,1152898,1183,,,50.2,-114.82,501200000,-1144900000,2100.0,1976,1987,,,1976.0,1987.0,1976.0,1987.0
FORDING RIVER COMINCO,COLOMBIE-BRITANNIQUE,1152899,1184,,,50.15,-114.86,500855000,-1145118000,1585.0,1970,2017,,,1970.0,2017.0,1970.0,2007.0
CRANBROOK CITY,COLOMBIE-BRITANNIQUE,1152J02,1171,,,49.51,-115.76,493033000,-1154539000,926.0,1979,2003,,,1979.0,2003.0,1979.0,2003.0
FORT STEELE,COLOMBIE-BRITANNIQUE,1153033,1185,,,49.63,-115.62,493800000,-1153700000,915.0,1966,1968,,,1966.0,1968.0,1966.0,1968.0
FT STEELE DANDY CRK,COLOMBIE-BRITANNIQUE,1153034,1186,,,49.52,-115.46,493126100,-1152738100,856.0,1968,2021,,,1968.0,2021.0,1968.0,2007.0
GRASMERE,COLOMBIE-BRITANNIQUE,1153282,1187,,,49.08,-115.07,490500000,-1150400000,868.7,1962,1993,,,1962.0,1993.0,1962.0,1993.0
HANSON LAKE,COLOMBIE-BRITANNIQUE,1153335,1188,,,49.78,-115.73,494700000,-1154400000,774.2,1976,1979,,,1976.0,1979.0,1976.0,1979.0
INVERMERE,COLOMBIE-BRITANNIQUE,1153655,1189,,,50.5,-116.03,503000000,-1160200000,810.0,1912,1993,,,1912.0,1993.0,1913.0,1993.0
INVERMERE 2,COLOMBIE-BRITANNIQUE,1153656,1190,,,50.47,-116.05,502800000,-1160300000,807.7,1912,1930,,,1912.0,1930.0,1912.0,1930.0
KIMBERLEY,COLOMBIE-BRITANNIQUE,1154195,1191,,,49.68,-115.98,494100000,-1155900000,1176.5,1960,1974,,,1960.0,1974.0,1960.0,1974.0
KIMBERLEY A,COLOMBIE-BRITANNIQUE,1154200,1192,,,49.73,-115.78,494400000,-1154700000,914.4,1943,1976,1953.0,1969.0,1943.0,1976.0,1943.0,1976.0
KIMBERLEY CHAPMAN CAMP,COLOMBIE-BRITANNIQUE,1154201,1193,,,49.68,-115.98,494100000,-1155900000,1097.3,1974,1976,,,1974.0,1976.0,1974.0,1976.0
KIMBERLEY COMINCO,COLOMBIE-BRITANNIQUE,1154202,6841,,,49.67,-115.96,493956400,-1155731800,1100.0,1992,2002,,,1992.0,2002.0,1992.0,2002.0
KIMBERLEY PCC,COLOMBIE-BRITANNIQUE,1154203,1194,,,49.63,-115.96,493753700,-1155744200,889.0,1975,2021,,,1975.0,2021.0,1975.0,2007.0
KOOTENAY NAT PARK ADMIN,COLOMBIE-BRITANNIQUE,1154395,1195,,,50.62,-116.07,503700000,-1160400000,1001.6,1965,1968,,,1965.0,1968.0,1965.0,1968.0
KOOTENAY NP KTNY CRSG,COLOMBIE-BRITANNIQUE,1154400,1196,,,50.88,-116.05,505300000,-1160304000,1170.4,1965,2002,,,1965.0,2002.0,1965.0,2002.0
KTNY NP MARBLE CANYON,COLOMBIE-BRITANNIQUE,1154402,1197,,,51.18,-116.12,511100000,-1160700000,1484.4,1965,1968,,,1965.0,1968.0,1965.0,1968.0
KOOTENAY NAT PARK RADIUM,COLOMBIE-BRITANNIQUE,1154405,1198,,,50.65,-116.02,503900000,-1160100000,1088.1,1925,1968,,,1925.0,1968.0,1925.0,1968.0
KOOTENAY NP WEST GATE,COLOMBIE-BRITANNIQUE,1154410,1199,,,50.63,-116.06,503750900,-1160341000,935.0,1968,2021,,,1968.0,2021.0,1968.0,2007.0
MARYSVILLE,COLOMBIE-BRITANNIQUE,1154909,1200,,,49.64,-115.96,493813600,-1155725400,960.0,1972,2009,,,1972.0,2009.0,1972.0,2007.0
MOYIE,COLOMBIE-BRITANNIQUE,1155236,1201,,,49.28,-115.83,491700000,-1155000000,944.9,1972,1978,,,1972.0,1978.0,1972.0,1978.0
NATAL,COLOMBIE-BRITANNIQUE,1155401,1202,,,49.7,-114.92,494200000,-1145500000,1143.0,1965,1968,,,1965.0,1968.0,1965.0,1968.0
NATAL HARMER RIDGE,COLOMBIE-BRITANNIQUE,1155402,1203,,,49.77,-114.83,494600000,-1145000000,1889.8,1971,1991,,,1971.0,1991.0,1971.0,1991.0
NATAL KAISER RESOURCES,COLOMBIE-BRITANNIQUE,1155403,1204,,,49.75,-114.88,494500000,-1145300000,1127.8,1969,1980,,,1969.0,1980.0,1969.0,1980.0
NEWGATE,COLOMBIE-BRITANNIQUE,1155490,1205,,,49.02,-115.15,490100000,-1150900000,708.7,1914,1960,,,1914.0,1960.0,1914.0,1960.0
SINCLAIR PASS,COLOMBIE-BRITANNIQUE,1157380,1206,,,50.67,-115.97,504000000,-1155800000,1170.4,1935,1955,,,1935.0,1955.0,1935.0,1955.0
SPARWOOD,COLOMBIE-BRITANNIQUE,1157630,1207,,,49.75,-114.88,494443000,-1145258000,1137.7,1980,2020,1980.0,2014.0,1980.0,2020.0,1980.0,2007.0
SPARWOOD CS,COLOMBIE-BRITANNIQUE,1157631,6842,71782.0,WGW,49.75,-114.88,494442000,-1145302040,1136.7,1992,2021,1994.0,2021.0,1992.0,2021.0,1993.0,2006.0
SPARWOOD A,COLOMBIE-BRITANNIQUE,1157632,52278,,WSW,49.75,-114.88,494443000,-1145258000,1137.7,2014,2021,2014.0,2021.0,,,,
SPARWOOD A,COLOMBIE-BRITANNIQUE,1157635,52959,,WSW,49.83,-114.88,495000000,-1145300000,1158.2,2014,2021,2014.0,2021.0,2018.0,2021.0,,
TOBACCO PLAINS,COLOMBIE-BRITANNIQUE,1158200,1208,,,49.02,-115.08,490100000,-1150500000,701.0,1896,1911,,,1896.0,1911.0,1896.0,1911.0
WARDNER KTNY HATCHERY,COLOMBIE-BRITANNIQUE,1158692,1209,,,49.47,-115.46,492823400,-1152734300,760.0,1971,2021,,,1971.0,2021.0,1971.0,2007.0
WASA,COLOMBIE-BRITANNIQUE,1158730,1210,,,49.81,-115.63,494826300,-1153750800,970.0,1924,2017,,,1924.0,2017.0,1924.0,2007.0
WHITESWAN LAKE,COLOMBIE-BRITANNIQUE,1158917,1211,,,50.17,-115.42,501000000,-1152500000,1138.4,1959,1961,,,1959.0,1961.0,1959.0,1961.0
WYCLIFFE,COLOMBIE-BRITANNIQUE,1158990,1212,,,49.58,-115.88,493500000,-1155300000,914.4,1958,1967,,,1958.0,1967.0,1958.0,1967.0
KIMBERLEY MEADOWBROOK,COLOMBIE-BRITANNIQUE,115D202,1164,,,49.7,-115.9,494200000,-1155400000,1064.0,1984,1986,,,1984.0,1986.0,1984.0,1986.0
WINDERMERE,COLOMBIE-BRITANNIQUE,115H9NP,1165,,,50.47,-115.98,502800000,-1155900000,802.0,1987,1989,,,1987.0,1989.0,1987.0,1989.0
WINDERMERE 2,COLOMBIE-BRITANNIQUE,115HR57,6944,,,50.47,-115.95,502800000,-1155700000,884.0,1991,1992,,,1991.0,1992.0,1991.0,1992.0
ADAMS LAKE SKWAAM BAY,COLOMBIE-BRITANNIQUE,1160075,1225,,,51.08,-119.8,510500000,-1194800000,457.2,1972,1975,,,1972.0,1975.0,1972.0,1975.0
ARMSTRONG,COLOMBIE-BRITANNIQUE,1160450,1226,,,50.45,-119.18,502700000,-1191100000,359.0,1912,1992,,,1912.0,1992.0,1912.0,1992.0
ARMSTRONG HULLCAR,COLOMBIE-BRITANNIQUE,1160483,1227,,,50.5,-119.22,503000000,-1191300000,505.0,1971,1998,,,1971.0,1998.0,1971.0,1998.0
ARMSTRONG NORTH,COLOMBIE-BRITANNIQUE,1160485,1228,,,50.47,-119.13,502800000,-1190800000,373.0,1972,1993,,,1972.0,1993.0,1972.0,1993.0
ASHCROFT,COLOMBIE-BRITANNIQUE,1160510,1229,,,50.72,-121.28,504300000,-1211700000,304.8,1912,1970,,,1912.0,1970.0,1912.0,1969.0
ASHCROFT,COLOMBIE-BRITANNIQUE,1160511,1230,,,50.73,-121.27,504400000,-1211600000,331.0,1973,1989,,,1973.0,1989.0,1973.0,1989.0
ASHCROFT,COLOMBIE-BRITANNIQUE,1160515,48708,71681.0,VAS,50.71,-121.28,504230005,-1211653001,327.0,2010,2021,2010.0,2021.0,2010.0,2021.0,,
ASHCROFT NORTH,COLOMBIE-BRITANNIQUE,1160520,1231,,,50.73,-121.27,504400000,-1211600000,320.0,1980,1986,,,1980.0,1986.0,1980.0,1986.0
ASHCROFT M,COLOMBIE-BRITANNIQUE,1160540,1232,,,50.72,-121.33,504300000,-1212000000,487.7,1944,1972,,,1944.0,1972.0,1944.0,1972.0
ASHCROFT VENABLES VLY,COLOMBIE-BRITANNIQUE,1160546,1233,,,50.55,-121.33,503300000,-1212000000,640.0,1984,1987,,,1984.0,1987.0,1984.0,1987.0
AVOLA,COLOMBIE-BRITANNIQUE,1160565,1234,,,51.78,-119.33,514700000,-1192000000,609.6,1974,1982,,,1974.0,1982.0,1974.0,1982.0
BARRIERE,COLOMBIE-BRITANNIQUE,1160670,1235,,,51.18,-120.12,511100000,-1200700000,415.0,1955,1996,,,1955.0,1996.0,1955.0,1996.0
BARRIERE NORTH,COLOMBIE-BRITANNIQUE,1160673,1236,,,51.23,-120.15,511400000,-1200900000,388.6,1970,1984,,,1970.0,1984.0,1970.0,1984.0
BLUE RIVER A,COLOMBIE-BRITANNIQUE,1160898,53423,,YCP,52.12,-119.29,520729000,-1191734000,690.4,2015,2021,2015.0,2021.0,,,,
BLUE RIVER A,COLOMBIE-BRITANNIQUE,1160899,1237,,YCP,52.13,-119.29,520744500,-1191722300,690.4,1969,2021,1969.0,2015.0,1969.0,2021.0,1969.0,2007.0
BLUE RIVER NORTH,COLOMBIE-BRITANNIQUE,1160900,1238,,,52.15,-119.28,520900000,-1191700000,688.8,1929,1985,,,1929.0,1985.0,1929.0,1985.0
BLUE RIVER A,COLOMBIE-BRITANNIQUE,1160902,53424,,YCP,52.12,-119.29,520729000,-1191734000,690.4,2015,2021,2015.0,2021.0,2018.0,2021.0,,
BRIDGE LAKE,COLOMBIE-BRITANNIQUE,1160985,1239,,,51.47,-120.73,512800000,-1204400000,1157.0,1975,1995,,,1975.0,1995.0,1975.0,1995.0
BRIDGE LAKE 2,COLOMBIE-BRITANNIQUE,1160986,1240,,,51.5,-120.79,513013800,-1204736600,1155.2,1980,2010,,,1980.0,2010.0,1980.0,2007.0
BLUE RIVER CS,COLOMBIE-BRITANNIQUE,1160H99,8214,71883.0,WSV,52.13,-119.29,520744400,-1191723700,682.8,1992,2021,1993.0,2021.0,1992.0,2021.0,1997.0,2006.0
BUFFALO LAKE,COLOMBIE-BRITANNIQUE,1161104,1243,,,51.71,-121.08,514231079,-1210457072,989.0,1962,2016,,,1962.0,2016.0,1962.0,2007.0
CACHE CREEK 16 MILE,COLOMBIE-BRITANNIQUE,1161215,1244,,,50.92,-121.42,505454020,-1212455030,515.1,1982,1998,,,1982.0,1998.0,1982.0,1998.0
CANIM LAKE EAGLE CREEK,COLOMBIE-BRITANNIQUE,1161306,1245,,,51.87,-120.87,515200000,-1205200000,780.0,1987,1991,,,1987.0,1991.0,1987.0,1991.0
CANOE POINT,COLOMBIE-BRITANNIQUE,1161312,1246,,,50.8,-119.07,504800000,-1190400000,353.3,1910,1920,,,1910.0,1920.0,1910.0,1920.0
CELISTA,COLOMBIE-BRITANNIQUE,116146F,1247,,,50.96,-119.38,505720000,-1192246000,515.0,1986,2004,,,1986.0,2004.0,1986.0,2004.0
CHASE,COLOMBIE-BRITANNIQUE,1161470,1248,,,50.82,-119.69,504908000,-1194111000,359.0,1952,2001,,,1952.0,2001.0,1952.0,2001.0
CHERRYVILLE,COLOMBIE-BRITANNIQUE,1161506,1249,,,50.23,-118.58,501400000,-1183500000,664.5,1959,1961,,,1959.0,1961.0,1959.0,1961.0
CHINOOK COVE,COLOMBIE-BRITANNIQUE,1161590,1250,,,51.25,-120.18,511500000,-1201100000,403.6,1913,1955,,,1913.0,1955.0,1914.0,1955.0
CHINOOK COVE POSBY LAKE,COLOMBIE-BRITANNIQUE,1161592,1251,,,51.26,-120.2,511544000,-1201214000,716.0,1989,2007,,,1989.0,2007.0,1989.0,2007.0
CLEARWATER AUTO,COLOMBIE-BRITANNIQUE,1161650,52398,71645.0,VCW,51.65,-120.08,513909300,-1200456400,438.0,2014,2021,2014.0,2021.0,2014.0,2021.0,,
CLEARWATER,COLOMBIE-BRITANNIQUE,1161655,1252,,,51.65,-120.03,513900000,-1200200000,466.0,1976,1992,,,1976.0,1992.0,1976.0,1992.0
CLEARWATER SUNSHINE,COLOMBIE-BRITANNIQUE,1161656,1253,,,51.65,-120.1,513900000,-1200600000,451.1,1980,1980,,,1980.0,1980.0,1980.0,1980.0
CLINTON,COLOMBIE-BRITANNIQUE,1161660,1254,,,51.08,-121.57,510500000,-1213400000,891.5,1962,1965,,,1962.0,1965.0,1962.0,1965.0
CLINTON (AUT),COLOMBIE-BRITANNIQUE,1161661,1255,,ZCL,51.14,-121.5,510841000,-1213017000,1056.7,1972,2018,1994.0,2018.0,1973.0,2015.0,1972.0,2007.0
CLINTON A,COLOMBIE-BRITANNIQUE,1161662,51558,71717.0,YIN,51.27,-121.68,511559000,-1214105000,1126.2,2013,2021,2013.0,2021.0,2013.0,2021.0,,
CLINTON RCS,COLOMBIE-BRITANNIQUE,1161663,53638,71474.0,NCN,51.14,-121.5,510840074,-1213017208,1059.0,2015,2021,2015.0,2021.0,2015.0,2021.0,,
CLEARWATER AXEL CRK,COLOMBIE-BRITANNIQUE,1161F55,1242,,,51.52,-120.12,513100000,-1200700000,716.0,1984,1996,,,1984.0,1996.0,1984.0,1996.0
CLEARWATER BLACKPOOL,COLOMBIE-BRITANNIQUE,1161FN5,1241,,,51.62,-120.12,513700000,-1200700000,420.9,1984,1986,,,1984.0,1986.0,1984.0,1986.0
CRISS CREEK,COLOMBIE-BRITANNIQUE,1162177,1256,,,51.03,-120.73,510147000,-1204342000,1122.0,1988,2020,,,1988.0,2020.0,1988.0,2007.0
DARFIELD,COLOMBIE-BRITANNIQUE,1162265,1257,,,51.29,-120.18,511730300,-1201057100,466.0,1956,2018,,,1956.0,2018.0,1956.0,2007.0
EAGLE BAY,COLOMBIE-BRITANNIQUE,1162580,1258,,,50.93,-119.22,505600000,-1191300000,411.5,1924,1995,,,1924.0,1995.0,1924.0,1995.0
ENDERBY,COLOMBIE-BRITANNIQUE,1162680,1259,,,50.55,-119.15,503300000,-1190900000,354.0,1893,1997,,,1893.0,1997.0,1893.0,1997.0
ENDERBY ASHTON CREEK,COLOMBIE-BRITANNIQUE,1162682,1260,,,50.55,-118.92,503300000,-1185500000,350.5,1965,1975,,,1965.0,1975.0,1965.0,1975.0
ENDERBY VALECAIRN FARM,COLOMBIE-BRITANNIQUE,1162683,1261,,,50.53,-119.17,503200000,-1191000000,335.3,1966,1967,,,1966.0,1967.0,1966.0,1967.0
FALKLAND SALMON VALLEY,COLOMBIE-BRITANNIQUE,1162784,1262,,,50.47,-119.4,502800000,-1192400000,485.0,1959,1986,,,1959.0,1986.0,1959.0,1986.0
FALKLAND SPANISH LAKE,COLOMBIE-BRITANNIQUE,1162785,1263,,,50.5,-119.5,503000000,-1193000000,823.0,1974,1984,,,1974.0,1984.0,1975.0,1984.0
GRIFFIN LAKE,COLOMBIE-BRITANNIQUE,1163306,1264,,,50.97,-118.53,505800000,-1183200000,434.3,1975,1976,,,1975.0,1976.0,1975.0,1976.0
HAT CREEK,COLOMBIE-BRITANNIQUE,1163340,1265,,,50.75,-121.58,504500000,-1213500000,922.9,1960,1981,,,1960.0,1981.0,1960.0,1981.0
HEFFLEY CREEK,COLOMBIE-BRITANNIQUE,1163400,1266,,,50.92,-120.18,505500000,-1201100000,682.8,1953,1995,,,1953.0,1995.0,1953.0,1995.0
HEMP CREEK CLEARWATER,COLOMBIE-BRITANNIQUE,1163450,1267,,,51.92,-120.05,515500000,-1200300000,640.1,1953,1963,,,1953.0,1963.0,1953.0,1963.0
HIGHLAND VALLEY,COLOMBIE-BRITANNIQUE,1163465,1268,,,50.48,-120.98,502900000,-1205900000,1524.0,1957,1958,,,1957.0,1958.0,1957.0,1958.0
HIGHLAND VALLEY 2,COLOMBIE-BRITANNIQUE,1163466,1269,,,50.52,-120.98,503100000,-1205900000,1402.1,1958,1959,,,1958.0,1959.0,1958.0,1959.0
HIGHLAND VALLEY 3,COLOMBIE-BRITANNIQUE,1163467,1270,,,50.52,-120.98,503100000,-1205900000,1402.1,1960,1961,,,1960.0,1961.0,1960.0,1961.0
HOOPATATKWA LAKE,COLOMBIE-BRITANNIQUE,1163530,1271,,,51.2,-120.48,511200000,-1202900000,1402.1,1967,1967,,,1967.0,1967.0,1967.0,1967.0
HORSE LAKE,COLOMBIE-BRITANNIQUE,1163595,1272,,,51.6,-121.2,513600000,-1211200000,994.0,1983,1994,,,1983.0,1994.0,1983.0,1994.0
